,Gene.Name,Gene.products,agg,moundUp,cellCycle,stream_down,stream_up,tight_down,tight_up,rib
DDB_G0283685,utp23,"U3 snoRNP protein, U3 small nucleolar ribonucleoprotein, FCF1 family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283687,DDB_G0283687,"putative RNA splicing factor, RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283689,DDB_G0283689,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283691,DDB_G0283691,putative cell surface glycoprotein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283693,DDB_G0283693,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DDB_G0283695,DDB_G0283695,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283697,DDB_G0283697,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283699,phg2,protein serine/threonine kinase Phg2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283701,guaB,"IMP dehydrogenase, inosine-5'-monophosphate dehydrogenase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283703,DDB_G0283703,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283705,DDB_G0283705,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283707,DDB_G0283707,LMBR1-like conserved region-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283709,osbH,"oxysterol binding family protein, member 8",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283711,DDB_G0283711,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0283713,DDB_G0283713,"coiled-coil family protein, hssA/2C/7E family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0283715,DDB_G0283715,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283717,pigX,"phosphatidylinositol glycan, class X",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283615,rpkA,receptor phosphatidylinositol kinase A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283719,DDB_G0283719,"DUF1740 family protein, RNA-processing protein, HAT helix repeat-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283721,DDB_G0283721,pyridoxal phosphate-dependent decarboxylase family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283723,DDB_G0283723,pyridoxal phosphate-dependent decarboxylase family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283725,DDB_G0283725_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283727,DDB_G0283727,short-chain dehydrogenase/reductase (SDR) family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283729,DDB_G0283729,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283731,DDB_G0283731,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283733,DDB_G0283733,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283751,mcfM,mitochondrial substrate carrier family protein M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283735,dnajc19,"DnaJ homolog subfamily C member 19, mitochondrial import inner membrane translocase subunit 14",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283737,urm1,ubiquitin-related modifier 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283741,rpl26,S60 ribosomal protein L26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DDB_G0283753,DDB_G0283753,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283617,cdc25,"tyrosine phosphatase, rhodanese-like domain-containing protein",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283855,gpr89,Golgi pH regulator homolog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283857,lig3,"BRCT domain-containing protein, DNA ligase III",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283859,DDB_G0283859,"PHD zinc finger-containing protein, bromodomain-containing protein, BRD group protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283861,DDB_G0283861,"39S ribosomal protein L9, mitochondrial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283863,DDB_G0283863,Inositol hexakisphosphate kinase 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283865,timm22,mitochondrial import inner membrane translocase subunit 22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283771,DDB_G0283771,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0283773,DDB_G0283773,putative GTP-binding protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283775,DDB_G0283775,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283777,DDB_G0283777,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283781,DDB_G0283781,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283783,DDB_G0283783,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283867,cprC,cysteine proteinase 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283869,DDB_G0283869,EGF-like domain-containing transmembrane protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283785,DDB_G0283785,EGF-like domain-containing transmembrane protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283787,DDB_G0283787,EGF-like domain-containing transmembrane protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283789,dimt1l,dimethyladenosine transferase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283791,DDB_G0283791,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283793,DDB_G0283793,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283795,commd3,COMM domain-containing protein 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283797,DDB_G0283797,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283799,DDB_G0283799,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283801,fam96B,"DUF59 family protein, FAM96 family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283803,DDB_G0283803,phosphatidylethanolamine-binding protein PEBP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283805,adkA,adenylate kinase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283871,DDB_G0283871,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283807,DDB_G0283807,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283873,tgrI_ps1,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283809,dcp2_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283767,dct,dynacortin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283877,dus2l,tRNA-dihydrouridine synthase 2-like protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283755,arpC,actin-related protein 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283769,hbs1,HBS1-like protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283879,DDB_G0283879,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283811,mcfR,mitochondrial substrate carrier family protein R,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283813,hmgL,hydroxymethylglutaryl-CoA lyase,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283815,DDB_G0283815,Peptidyl-prolyl cis-trans isomerase FKBP4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283817,DDB_G0283817,pirin family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283765,hgd,"homogentisate 1,2-dioxygenase, homogentisic acid oxidase",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0283819,DDB_G0283819,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283821,DDB_G0283821,"putative protein serine/threonine kinase, protein kinase, STE group",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283883,mlh3,MutL DNA mismatch repair protein,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283885,DDB_G0283885,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283887,DDB_G0283887,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283889,DDB_G0283889,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283823,DDB_G0283823,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283825,DDB_G0283825,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283827,wasC,WASP-related protein C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283829,DDB_G0283829,ODR-4 family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283831,DDB_G0283831,Golgi SNAP receptor complex member 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283833,DDB_G0283833,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283835,rae1,"WD40 repeat-containing protein, putative mRNA export protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283891,ube1c,"ubiquitin-activating enzyme E1C, NEDD8-activating enzyme E1 catalytic subunit, ubiquitin-activating enzyme 3 (UBA3)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283837,DDB_G0283837,"putative actin binding protein, ADF/cofilin-like domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283839,grlN,G-protein-coupled receptor (GPCR) family 3 protein 13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283841,alg6,"glycosyltransferase, dolichyl-phosphate-glucose alpha-1,3-glucosyltransferase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283893,DDB_G0283893,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283843,DDB_G0283843,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283845,DDB_G0283845,putative SAP30 family protein,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283847,DDB_G0283847,"cyclopropane fatty acid synthase, cyclopropane-fatty-acyl-phospholipid synthase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283759,DDB_G0283759,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283761,pgtA,bifunctional glycosyltransferase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283763,grpE,molecular chaperone,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283849,DDB_G0283849,"Methylmalonic aciduria and homocystinuria type D protein, mitochondrial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283757,rab1A,Rab GTPase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283897,DDB_G0283897,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283899,mgp4,"RhoGAP domain-containing protein, Cdc15/Fes/CIP4 domain-containing protein, PCH family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283851,DDB_G0283851,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283901,DDB_G0283901,Coiled-coil domain-containing protein 49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283983,hfnA,HECT ubiquitin ligase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283985,DDB_G0283985,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283911,hsp69,heat shock protein 69,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283913,DDB_G0283913,heat shock protein Hsp20 domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283915,DDB_G0283915,esterase/lipase/thioesterase domain-containing protein,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0283917,sir2A,NAD-dependent deacetylase Sir2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283919,DDB_G0283919,protein phosphatase 2C-related protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283987,purC/E,"phosphoribosylaminoimidazole carboxylase (AIR carboxylase), phosphoribosylaminoimidazolesuccinocarboxamide synthase (SAICAR synthase), PAICS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283989,DDB_G0283989,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283991,DDB_G0283991,UPF0394 inner membrane protein yeeE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0283993,DDB_G0283993,leucine-rich repeat-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283995,DDB_G0283995,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283921,ctsB,"peptidase C1A family protein, papain family cysteine protease, cathepsin B precursor",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0283997,DDB_G0283997_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283923,DDB_G0283923,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283925,DDB_G0283925,Swarming motility protein ybiA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283927,DDB_G0283927,NEK family protein kinase DDB_G0283927,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283999,DDB_G0283999,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0284001,pks22,"putative polyketide synthase, beta-ketoacyl synthase family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283929,cyp517A1,cytochrome P450 family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283931,pks23,"putative polyketide synthase, beta-ketoacyl synthase family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283933,cyp517A4,cytochrome P450 family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283935,DDB_G0283935,short-chain dehydrogenase/reductase (SDR) family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283937,sec1,Sec1-like family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283939,DDB_G0283939,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283941,DDB_G0283941,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283943,DDB_G0283943,"aldehyde dehydrogenase, putative NAD-dependent aldehyde dehydrogenase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283945,DDB_G0283945,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283947,DDB_G0283947,Cat eye syndrome critical region protein 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283949,DDB_G0283949,UPF0341 protein yhiQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283951,DDB_G0283951,glycerol-3-phosphate dehydrogenase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283953,mybU,myb domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283955,gacG,RhoGAP domain-containing protein,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283957,msh4,"mutS homolog, DNA mismatch repair protein",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283959,DDB_G0283959,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283961,DDB_G0283961,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283909,spc98,spindle pole body component 98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284003,ndc80,kinetochore protein Ndc80,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283963,fam32,"DUF1754 family protein, FAM32 family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283965,pigA,"GlcNAc transferase, phosphatidylinositol glycan, class A, phosphatidylinositol N-acetylglucosaminyltransferase subunit A, glycosyltrasferase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283903,erkB,extracellular signal-regulated kinase 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283967,DDB_G0283967,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283907,pkaC,"cAMP-dependent protein kinase A, catalytic subunit",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284005,DDB_G0284005,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284007,DDB_G0284007,Corepressor interacting with RBPJ 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283969,trmt11,tRNA guanosine-2'-O-methyltransferase 11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283971,DDB_G0283971,ubiquitin domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283973,DDB_G0283973,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283975,DDB_G0283975,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283977,DDB_G0283977,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283979,DDB_G0283979,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283981,pms1,MutL DNA mismatch repair protein,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0294559,DDB_G0294559,"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0283905,phr2aB,protein phosphatase 2A regulatory subunit phr2AB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284009,ubcC,ubiquitin-conjugating enzyme E2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284011,DDB_G0284011,Ancient ubiquitous protein 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284013,spc25,kinetochore protein Spc25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0284015,DDB_G0284015,"PARP domain-containing protein, poly(ADP-ribose) polymerase, catalytic region domain-containing protein, BRCT domain-containing protein, WWE domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284017,ddx10,"putative RNA helicase, DEAD/DEAH box helicase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284025,DDB_G0284025,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284019,DDB_G0284019,LMBR1 domain-containing protein 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284021,DDB_G0284021,Methylosome subunit pICln,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284023,bzpL,putative basic-leucine zipper (bZIP) transcription factor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284031,DDB_G0284031,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0284029,pkgD,PKA family protein kinase PkgD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284049,DDB_G0284049,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284051,DDB_G0284051,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284053,DDB_G0284053,Exosome complex exonuclease RRP46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284055,DDB_G0284055,ankyrin repeat-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284057,DDB_G0284057,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284059,DDB_G0284059,"SET domain-containing protein, MYND-type zinc finger-containing protein, TPR repeat-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284061,DDB_G0284061,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0284063,DDB_G0284063,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284141,atp7a,"P-type ATPase, copper-transporting ATPase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284143,DDB_G0284143,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284065,rapgap9,RapGAP/RanGAP domain-containing protein 9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284067,clybl,citrate lyase subunit beta-like protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284069,DDB_G0284069,Programmed cell death protein 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284041,rcdII,PH domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284071,rnrA,"ribonucleoside-diphosphate reductase, large subunit",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0284073,DDB_G0284073,putative cell surface glycoprotein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284045,dhkG,histidine kinase G,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284043,aplA,amoebapore-like protein A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284145,DDB_G0284145,regulator of chromosome condensation (RCC1) domain-containing protein,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0284075,elp1,"elongation protein 1, IKI3 domain-containing protein, RNA polymerase II elongator complex subunit",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284077,DDB_G0284077,putative metallophosphoesterase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284147,DDB_G0284147,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0284149,DDB_G0284149,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284035,efa1B,"elongation factor 1b, elongation factor 1 beta",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284151,DDB_G0284151,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284079,DDB_G0284079,"ankyrin repeat-containing protein, RA domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284047,abcF2,ABC transporter-related protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284153,DDB_G0284153,RecQ-mediated genome instability protein 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284083,DDB_G0284083,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0284085,DDB_G0284085,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
